movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,duracion_horas
MOV-00736,B-012,HAPAG-RIO,R-07,MUELLE-E,MAIZ,SANTA FE,2023-03-11,18:26,2023-03-12,00:00,4595.89,12.6,12,RECHAZADO,5.566666666666666
MOV-00738,B-030,COSCO-TIGRE,R-03,MUELLE-E,SOJA,VALPARAISO,2023-03-01,02:13,2023-03-02,17:40,6462.35,7.2,15,PENDIENTE,39.45
MOV-00739,B-001,MSC-ALPHA,R-03,MUELLE-A,MAIZ,SAO PAULO,2022-05-23,13:38,2022-05-24,06:53,5147.76,11.3,12,EN_REVISION,17.25
MOV-00741,B-005,HAPAG-SUR,R-06,MUELLE-A,TRIGO,ROTTERDAM,2020-04-02,04:44,2020-04-04,09:15,5096.64,6.9,10,DESPACHADO,52.516666666666666
MOV-00742,B-032,MAERSK-PAMPAS,R-01,MUELLE-D,CONTENEDORES,MONTEVIDEO,2023-11-17,15:26,2023-11-19,00:00,4823.77,13.0,10,PENDIENTE,32.56666666666667
MOV-00746,B-006,ZIM-NORTE,,MUELLE-B,SOJA,BUENOS AIRES,2022-02-14,03:06,2022-02-16,00:00,3888.78,6.0,12,PENDIENTE,44.9
MOV-00747,B-001,HAPAG-SUR,R-08,MUELLE-C,ACEITE,VALPARAISO,2024-11-03,17:43,2024-11-04,23:09,3156.75,12.6,10,EN_REVISION,29.433333333333334
MOV-00749,B-028,PIL-SANTA,R-01,MUELLE-E,SOJA,SANTA FE,2020-04-30,23:15,2020-05-01,00:00,3624.76,9.9,10,PENDIENTE,0.75
MOV-00750,B-028,EVER-GLORY,R-03,MUELLE-D,ACEITE,HAMBURG,2023-07-14,18:08,2023-07-15,03:19,4511.32,10.0,12,EN_REVISION,9.183333333333334
MOV-00751,B-022,COSCO-TIGRE,,MUELLE-B,MAIZ,SHANGHAI,2021-10-06,22:26,2021-10-09,09:06,6186.97,14.9,10,PENDIENTE,58.666666666666664
MOV-00752,B-005,EVERGREEN-02,R-06,MUELLE-A,SOJA,SHANGHAI,2023-10-23,23:40,2023-10-24,13:50,4810.76,11.0,10,PENDIENTE,14.166666666666666
MOV-00753,B-014,MAERSK-LIMA,R-06,MUELLE-F,MINERALES,SANTA FE,2020-06-12,20:59,2020-06-15,17:40,4894.94,10.5,15,EN_REVISION,68.68333333333334
MOV-00754,B-001,EVERGREEN-02,R-08,MUELLE-A,MAIZ,SAO PAULO,2023-01-15,08:15,2023-01-15,09:36,6241.16,7.6,10,RECHAZADO,1.35
MOV-00756,B-012,ONE-PLATA,R-05,MUELLE-C,MAIZ,SAO PAULO,2022-12-11,04:56,2022-12-11,12:01,4541.06,12.0,15,,7.083333333333333
MOV-00757,B-026,YANG-MING,R-04,MUELLE-B,MAIZ,MONTEVIDEO,2020-09-19,15:28,2020-09-22,15:53,6925.5,11.8,10,RECHAZADO,72.41666666666667
MOV-00758,B-021,HAPAG-RIO,R-05,MUELLE-B,HARINA,BUENOS AIRES,2024-01-30,01:08,2024-02-01,14:22,3649.6,7.9,12,DESPACHADO,61.233333333333334
MOV-00761,B-011,CMA-ROSARIO,R-04,MUELLE-E,HARINA,HAMBURG,2020-11-26,10:25,2020-11-29,05:06,6176.84,17.6,15,EN_REVISION,66.68333333333334
MOV-00762,B-005,ONE-PARANA,R-05,MUELLE-E,ACEITE,ROTTERDAM,2023-01-03,08:25,2023-01-03,00:00,1722.52,13.7,15,EN_REVISION,
MOV-00765,B-005,CMA-LITORAL,R-01,MUELLE-B,CONTENEDORES,SAO PAULO,2020-11-11,06:32,2020-11-13,00:00,5744.5,10.3,12,DESPACHADO,41.46666666666667
MOV-00766,B-039,HAPAG-SUR,R-08,MUELLE-B,HARINA,SHANGHAI,2022-03-08,19:17,2022-03-11,00:00,4456.49,11.5,12,,52.71666666666667
MOV-00767,B-022,PIL-OESTE,R-01,MUELLE-B,CONTENEDORES,SANTA FE,2023-08-25,01:51,2023-08-26,00:00,4813.47,9.8,10,PENDIENTE,22.15
MOV-00769,B-024,ZIM-NORTE,R-07,MUELLE-F,HARINA,MONTEVIDEO,1900-01-01,03:54,2021-03-07,09:03,3796.45,13.7,15,RECHAZADO,
MOV-00770,B-024,MSC-ALPHA,R-05,MUELLE-D,GRANOS,ROTTERDAM,2021-03-26,20:30,2021-03-27,03:33,5120.67,15.3,10,PENDIENTE,7.05
MOV-00771,B-036,PIL-SANTA,R-08,MUELLE-D,ACEITE,VALPARAISO,2021-10-04,10:12,2021-10-07,00:00,4091.32,9.7,12,DESPACHADO,61.8
MOV-00773,B-007,ONE-PLATA,R-03,MUELLE-A,MINERALES,SANTA FE,2020-03-16,03:03,2020-03-18,00:00,3453.11,15.3,15,RECHAZADO,44.95
MOV-00774,B-027,HAPAG-SUR,R-06,MUELLE-D,CONTENEDORES,SAO PAULO,2024-06-27,15:28,2024-06-29,20:00,4031.66,15.9,10,PENDIENTE,52.53333333333333
MOV-00775,B-015,ONE-PLATA,R-05,MUELLE-F,HARINA,VALPARAISO,2021-03-04,03:04,2021-03-05,14:14,3725.69,19.9,15,DESPACHADO,35.166666666666664
MOV-00776,B-039,COSCO-STAR,R-01,MUELLE-E,MINERALES,HAMBURG,2021-04-20,20:19,2021-04-22,00:00,2627.11,10.6,10,RECHAZADO,27.683333333333334
MOV-00777,B-014,HAPAG-SUR,R-04,MUELLE-A,ACEITE,HAMBURG,2023-12-11,21:09,2023-12-14,20:59,2438.56,13.9,15,EN_REVISION,71.83333333333333
MOV-00779,B-011,HAPAG-RIO,R-02,MUELLE-E,SOJA,ROTTERDAM,2021-04-11,09:53,2021-04-13,02:26,3248.21,6.3,10,DESPACHADO,40.55
MOV-00780,B-013,MSCGENOVA,R-03,MUELLE-D,ACEITE,SANTA FE,2024-12-29,06:26,2024-12-31,07:44,4794.18,10.1,15,RECHAZADO,49.3
MOV-00781,B-015,PIL-SANTA,R-01,MUELLE-A,TRIGO,HAMBURG,2022-01-03,19:47,2022-01-04,02:49,2615.57,9.9,12,RECHAZADO,7.033333333333333
MOV-00783,B-036,MSC-ALPHA,R-01,MUELLE-B,ACEITE,SHANGHAI,2024-05-15,09:59,2024-05-16,00:10,4553.63,3.7,12,DESPACHADO,14.183333333333334
MOV-00784,B-013,CMA-ROSARIO,R-06,MUELLE-A,SOJA,VALPARAISO,2021-03-13,02:08,2021-03-13,00:00,3672.6,11.5,12,RECHAZADO,
MOV-00785,B-021,COSCO-STAR,R-02,MUELLE-C,TRIGO,ROTTERDAM,2024-06-26,00:31,2024-06-26,15:10,4283.04,11.6,10,RECHAZADO,14.65
MOV-00786,B-005,EVERGREEN-02,R-05,MUELLE-B,TRIGO,SANTA FE,2021-01-13,16:27,2021-01-15,03:07,5750.18,12.4,10,RECHAZADO,34.666666666666664
MOV-00787,B-010,MSC-GENOVA,R-02,MUELLE-D,CONTENEDORES,SAO PAULO,2020-10-04,04:17,2020-10-04,00:00,5844.89,9.0,10,PENDIENTE,
MOV-00789,B-004,PIL-OESTE,R-06,MUELLE-B,CONTENEDORES,HAMBURG,2021-07-20,21:36,2021-07-22,00:00,3296.77,7.7,10,RECHAZADO,26.4
MOV-00792,B-040,YANG-ESTE,R-02,MUELLE-D,SOJA,SHANGHAI,2022-03-17,16:41,2022-03-18,18:26,4349.08,8.9,10,,25.75
MOV-00793,B-009,COSCO-TIGRE,R-05,MUELLE-E,TRIGO,BUENOS AIRES,2024-05-24,06:37,2024-05-26,00:00,8308.1,10.9,12,PENDIENTE,41.38333333333333
MOV-00794,B-038,YANG-MING,R-01,MUELLE-B,CONTENEDORES,VALPARAISO,2022-04-27,00:00,2022-04-30,07:25,5578.38,11.9,15,DESPACHADO,79.41666666666667
MOV-00795,B-016,PIL-OESTE,R-05,MUELLE-F,GRANOS,BUENOS AIRES,2021-03-17,15:58,2021-03-20,00:00,5141.19,14.4,12,PENDIENTE,56.03333333333333
MOV-00796,B-035,COSCO-STAR,R-02,MUELLE-D,GRANOS,VALPARAISO,2023-09-05,05:57,2023-09-05,00:00,5050.82,11.1,12,DESPACHADO,
MOV-00797,B-022,YANG-MING,R-05,MUELLE-B,GRANOS,SAO PAULO,2022-09-06,18:42,2022-09-07,00:00,5409.36,15.0,15,EN_REVISION,5.3
MOV-00798,B-002,CMA-ROSARIO,R-05,MUELLE-D,GRANOS,MONTEVIDEO,2022-07-29,20:19,2022-07-31,00:00,4852.09,13.5,15,DESPACHADO,27.683333333333334
MOV-00799,B-040,MAERSK-LIMA,R-07,MUELLE-A,HARINA,MONTEVIDEO,2024-12-01,01:04,2024-12-02,21:00,4619.16,10.8,12,,43.93333333333333
MOV-00800,B-024,YANG-MING,R-08,MUELLE-F,SOJA,HAMBURG,2022-05-22,12:38,2022-05-24,00:00,2358.41,11.1,12,EN_REVISION,35.36666666666667
MOV-00801,B-012,CMA-LITORAL,,MUELLE-D,MAIZ,ROTTERDAM,2022-01-21,00:16,2022-01-23,03:38,6169.43,15.2,12,RECHAZADO,51.36666666666667
MOV-00803,B-013,EVERGREEN-02,R-05,MUELLE-A,GRANOS,VALPARAISO,2022-07-15,19:51,2022-07-16,00:00,6942.07,13.2,12,DESPACHADO,4.15
MOV-00804,B-028,YANG-MING,R-02,MUELLE-F,ACEITE,HAMBURG,1900-01-01,04:59,2020-02-29,23:55,3909.27,10.1,10,DESPACHADO,
MOV-00805,B-030,YANG-MING,R-03,MUELLE-E,GRANOS,MONTEVIDEO,2021-04-02,00:24,2021-04-03,01:04,3868.16,8.5,15,DESPACHADO,24.666666666666668
MOV-00807,B-030,ZIM-DELTA,R-04,MUELLE-D,HARINA,SHANGHAI,2020-10-21,14:26,2020-10-22,19:54,5392.15,11.2,12,RECHAZADO,29.466666666666665
MOV-00808,B-032,HAPAG-RIO,,MUELLE-A,HARINA,MONTEVIDEO,2021-03-11,09:32,2021-03-11,00:00,4901.88,5.6,10,PENDIENTE,
MOV-00811,B-020,ZIM-NORTE,R-06,MUELLE-A,MAIZ,MONTEVIDEO,2020-08-05,00:00,2020-08-07,00:00,3442.13,14.2,10,DESPACHADO,48.0
MOV-00812,B-033,EVERGREEN-02,R-06,MUELLE-E,HARINA,SANTA FE,2021-04-09,00:18,2021-04-11,02:08,3530.68,10.0,10,RECHAZADO,49.833333333333336
MOV-00813,B-019,EVERGREEN-02,R-04,MUELLE-F,SOJA,BUENOS AIRES,2023-12-28,00:00,2023-12-29,21:54,6251.37,11.5,12,RECHAZADO,45.9
MOV-00814,B-008,COSCO-TIGRE,R-08,MUELLE-F,MINERALES,SANTA FE,2021-02-22,10:15,2021-02-23,00:00,4058.57,9.5,12,RECHAZADO,13.75
MOV-00815,B-003,MSC-GENOVA,R-04,MUELLE-D,ACEITE,SAO PAULO,2021-02-28,04:16,2021-03-02,01:42,6311.43,8.7,10,PENDIENTE,45.43333333333333
MOV-00816,B-014,ONE-PLATA,R-03,MUELLE-A,SOJA,BUENOS AIRES,2024-07-04,11:10,2024-07-06,00:00,4852.1,11.4,12,EN_REVISION,36.833333333333336
MOV-00817,B-025,YANG-ESTE,R-08,MUELLE-D,HARINA,HAMBURG,1900-01-01,00:00,2024-07-27,19:03,4399.1,11.1,12,EN_REVISION,
MOV-00818,B-027,HAPAG-SUR,R-03,MUELLE-E,TRIGO,SHANGHAI,2021-06-11,21:56,2021-06-13,00:00,3800.02,9.4,10,,26.066666666666666
MOV-00819,B-023,HAPAG-SUR,R-08,MUELLE-B,ACEITE,BUENOS AIRES,2021-02-20,07:41,2021-02-23,22:15,4874.48,11.1,10,EN_REVISION,86.56666666666666
MOV-00820,B-029,MSC-GENOVA,R-07,MUELLE-B,CONTENEDORES,SAO PAULO,2022-05-23,06:00,2022-05-24,00:00,6220.62,7.7,15,PENDIENTE,18.0
MOV-00821,B-028,CMALITORAL,R-07,MUELLE-A,MAIZ,ROTTERDAM,2021-02-27,12:00,2021-03-01,00:00,4719.41,7.8,15,RECHAZADO,36.0
MOV-00822,B-006,PIL-OESTE,R-04,MUELLE-C,GRANOS,SANTA FE,2020-08-12,15:22,2020-08-15,06:01,5837.64,13.7,12,DESPACHADO,62.65
MOV-00823,B-033,MSC-ALPHA,R-02,MUELLE-F,TRIGO,SHANGHAI,2022-11-20,00:00,2022-11-23,15:42,3267.79,11.4,12,PENDIENTE,87.7
MOV-00825,B-024,ONE-PARANA,R-05,MUELLE-C,SOJA,SHANGHAI,2022-01-26,07:23,2022-01-27,23:29,4125.54,16.2,15,RECHAZADO,40.1
MOV-00826,B-032,YANG-ESTE,R-04,MUELLE-A,TRIGO,SANTA FE,2024-08-18,14:11,2024-08-21,13:01,5263.81,9.3,10,PENDIENTE,70.83333333333333
MOV-00827,B-013,MSC-GENOVA,R-08,MUELLE-B,GRANOS,HAMBURG,2022-09-17,15:30,2022-09-20,04:45,3213.3,10.4,10,PENDIENTE,61.25
MOV-00828,B-018,CMA-ROSARIO,R-04,MUELLE-C,HARINA,HAMBURG,2024-02-22,21:30,2024-02-25,00:00,7367.84,7.0,12,PENDIENTE,50.5
MOV-00830,B-032,PIL-OESTE,R-02,MUELLE-A,ACEITE,SANTA FE,2022-05-08,00:01,2022-05-10,00:11,6161.38,12.8,10,DESPACHADO,48.166666666666664
MOV-00831,B-039,HAPAG-RIO,R-02,MUELLE-C,CONTENEDORES,HAMBURG,2022-10-31,13:40,2022-11-02,10:09,5491.18,9.3,15,DESPACHADO,44.483333333333334
MOV-00832,B-011,HAPAGSUR,R-03,MUELLE-C,GRANOS,SANTA FE,2020-10-16,00:00,2020-10-18,00:00,4271.38,7.5,15,DESPACHADO,48.0
MOV-00833,B-013,ZIM-DELTA,R-06,MUELLE-D,TRIGO,ROTTERDAM,2020-04-26,23:02,2020-04-27,00:00,5196.71,10.8,10,PENDIENTE,0.9666666666666667
MOV-00834,B-039,HAPAG-RIO,R-01,MUELLE-E,TRIGO,SANTA FE,2022-05-19,02:15,2022-05-21,07:20,4538.85,7.9,12,EN_REVISION,53.083333333333336
MOV-00835,B-001,EVERGREEN-02,R-04,MUELLE-A,SOJA,SANTA FE,2024-05-15,23:15,2024-05-16,07:37,3776.64,5.4,15,,8.366666666666667
MOV-00836,B-007,COSCO-TIGRE,R-08,MUELLE-D,MINERALES,BUENOS AIRES,2023-09-09,00:00,2023-09-10,00:00,2598.84,12.8,10,RECHAZADO,24.0
MOV-00837,B-033,MSC-GENOVA,R-04,MUELLE-D,CONTENEDORES,BUENOS AIRES,1900-01-01,20:38,2023-02-04,10:26,6061.36,11.8,10,RECHAZADO,
MOV-00840,B-010,HAPAG-RIO,R-03,MUELLE-B,TRIGO,ROTTERDAM,2022-02-26,00:00,2022-02-26,00:00,5732.52,8.2,10,PENDIENTE,0.0
MOV-00841,B-002,MSC-ALPHA,R-08,MUELLE-F,SOJA,VALPARAISO,2022-01-22,13:43,2022-01-25,10:42,3628.37,14.8,15,EN_REVISION,68.98333333333333
MOV-00843,B-027,YANG-ESTE,R-04,MUELLE-F,HARINA,VALPARAISO,2023-11-15,10:55,2023-11-18,00:00,6338.26,8.5,15,PENDIENTE,61.083333333333336
MOV-00846,B-028,COSCO-TIGRE,R-03,MUELLE-F,ACEITE,BUENOS AIRES,2021-01-29,17:45,2021-01-31,00:00,3610.81,11.5,15,DESPACHADO,30.25
MOV-00847,B-030,EVER-GLORY,R-07,MUELLE-B,MINERALES,MONTEVIDEO,2021-05-27,12:06,2021-05-28,00:00,4308.5,13.0,12,DESPACHADO,11.9
MOV-00848,B-011,MSC-GENOVA,R-01,MUELLE-D,TRIGO,BUENOS AIRES,2023-06-20,19:21,2023-06-21,19:33,5126.51,17.3,10,RECHAZADO,24.2
MOV-00851,B-029,ONE-PARANA,R-03,MUELLE-E,SOJA,ROTTERDAM,2024-02-06,16:31,2024-02-08,10:35,4802.02,10.9,10,PENDIENTE,42.06666666666667
MOV-00853,B-014,PIL-SANTA,R-07,MUELLE-F,MINERALES,SHANGHAI,2020-10-26,07:50,2020-10-28,16:48,3950.64,9.4,15,EN_REVISION,56.96666666666667
MOV-00856,B-027,YANG-ESTE,R-08,MUELLE-B,CONTENEDORES,SHANGHAI,2022-07-17,13:31,2022-07-18,21:33,4544.43,12.9,10,EN_REVISION,32.03333333333333
MOV-00857,B-002,EVERGREEN-02,R-06,MUELLE-D,TRIGO,HAMBURG,2022-09-05,23:18,2022-09-06,16:58,5778.16,17.5,15,DESPACHADO,17.666666666666668
MOV-00858,B-030,MAERSK-PAMPAS,R-02,MUELLE-F,HARINA,MONTEVIDEO,2020-08-18,00:00,2020-08-21,00:00,4291.59,13.8,10,,72.0
MOV-00859,B-035,ZIM-DELTA,R-08,MUELLE-F,TRIGO,ROTTERDAM,2023-03-26,05:47,2023-03-27,00:00,4821.34,10.9,12,PENDIENTE,18.216666666666665
MOV-00860,B-009,ONE-PLATA,R-03,MUELLE-C,MINERALES,BUENOS AIRES,2023-11-27,18:49,2023-11-30,20:46,6475.85,12.5,12,PENDIENTE,73.95
MOV-00861,B-032,MAERSK-LIMA,R-02,MUELLE-C,CONTENEDORES,SHANGHAI,2023-06-23,17:42,2023-06-24,23:46,3787.41,15.9,15,RECHAZADO,30.066666666666666
MOV-00862,B-023,CMA-LITORAL,R-03,MUELLE-F,CONTENEDORES,BUENOS AIRES,2022-09-26,17:32,2022-09-27,09:17,3650.06,9.7,10,RECHAZADO,15.75
MOV-00863,B-013,HAPAG-RIO,R-02,MUELLE-D,TRIGO,SAO PAULO,2020-06-06,15:39,2020-06-09,06:50,6899.51,9.4,10,RECHAZADO,63.18333333333333
MOV-00864,B-039,PIL-OESTE,R-02,MUELLE-B,MINERALES,VALPARAISO,2024-05-10,10:06,2024-05-12,00:00,4448.08,10.9,12,PENDIENTE,37.9
MOV-00865,B-013,COSCO-TIGRE,R-01,MUELLE-A,CONTENEDORES,SAO PAULO,2024-01-21,17:16,2024-01-23,00:00,4658.49,13.1,10,EN_REVISION,30.733333333333334
MOV-00867,B-011,PIL-SANTA,R-02,MUELLE-F,TRIGO,SANTA FE,2021-04-25,13:20,2021-04-27,22:05,4584.46,10.0,15,,56.75
MOV-00868,B-039,YANG-MING,R-08,MUELLE-D,ACEITE,BUENOS AIRES,2020-05-13,10:26,2020-05-15,18:05,4291.38,8.9,15,DESPACHADO,55.65
MOV-00869,B-004,ONE-PLATA,R-03,MUELLE-D,SOJA,BUENOS AIRES,2023-06-16,08:11,2023-06-17,00:00,4345.79,9.9,12,DESPACHADO,15.816666666666666
MOV-00870,B-035,ONE-PARANA,R-01,MUELLE-E,TRIGO,VALPARAISO,2021-08-25,00:24,2021-08-27,00:00,4677.89,16.2,10,PENDIENTE,47.6
MOV-00871,B-033,MAERSK-PAMPAS,R-06,MUELLE-C,MAIZ,VALPARAISO,2020-09-30,17:21,2020-10-02,00:00,4894.4,10.1,15,PENDIENTE,30.65
MOV-00872,B-001,ZIM-DELTA,R-07,MUELLE-E,CONTENEDORES,VALPARAISO,2022-04-09,10:02,1900-01-01,00:00,5409.17,15.9,12,EN_REVISION,
MOV-00873,B-028,CMA-LITORAL,R-05,MUELLE-D,GRANOS,ROTTERDAM,2020-02-15,00:00,2020-02-15,00:00,2731.7,13.5,15,DESPACHADO,0.0
MOV-00875,B-020,EVER-GLORY,R-03,MUELLE-F,HARINA,MONTEVIDEO,2023-04-18,05:57,2023-04-20,00:00,7036.03,14.5,15,RECHAZADO,42.05
MOV-00877,B-034,COSCO-TIGRE,R-08,MUELLE-A,TRIGO,ROTTERDAM,2024-03-10,13:13,2024-03-12,00:00,4663.82,12.5,10,EN_REVISION,34.78333333333333
MOV-00878,B-004,CMA-LITORAL,R-04,MUELLE-A,MINERALES,VALPARAISO,2020-12-20,21:26,2020-12-21,00:00,5890.96,9.5,12,EN_REVISION,2.566666666666667
MOV-00879,B-019,ONE-PLATA,R-06,MUELLE-B,ACEITE,SAO PAULO,2024-03-22,07:30,2024-03-24,15:00,4998.73,6.7,10,RECHAZADO,55.5
MOV-00880,B-040,PIL-OESTE,,MUELLE-A,GRANOS,VALPARAISO,2024-01-26,16:09,2024-01-28,08:39,5332.4,9.2,12,DESPACHADO,40.5
MOV-00881,B-001,EVER-GLORY,R-05,MUELLE-D,GRANOS,BUENOS AIRES,2023-04-12,21:23,2023-04-15,03:51,5837.64,12.8,12,DESPACHADO,54.46666666666667
MOV-00882,B-020,HAPAG-SUR,R-08,MUELLE-D,SOJA,ROTTERDAM,2024-02-10,18:26,2024-02-13,03:04,4525.02,9.9,12,RECHAZADO,56.63333333333333
MOV-00883,B-015,MSC-GENOVA,R-03,MUELLE-E,MAIZ,HAMBURG,2021-07-23,15:43,2021-07-25,23:31,6978.56,8.8,12,RECHAZADO,55.8
MOV-00884,B-022,HAPAG-RIO,R-05,MUELLE-D,HARINA,VALPARAISO,2021-07-31,03:01,2021-08-01,01:21,6068.43,12.0,12,PENDIENTE,22.333333333333332
MOV-00885,B-024,COSCO-STAR,R-04,MUELLE-A,MAIZ,SHANGHAI,2024-04-30,10:34,2024-05-01,00:00,5864.55,18.1,12,EN_REVISION,13.433333333333334
MOV-00886,B-011,ZIM-NORTE,R-07,MUELLE-C,ACEITE,BUENOS AIRES,2021-03-16,17:13,2021-03-17,00:38,3040.12,13.2,10,RECHAZADO,7.416666666666667
MOV-00887,B-011,MAERSK-LIMA,R-06,MUELLE-E,MINERALES,SAO PAULO,2020-12-21,02:32,2020-12-22,11:08,6052.98,7.9,10,DESPACHADO,32.6
MOV-00888,B-029,CMA-LITORAL,R-02,MUELLE-F,SOJA,SANTA FE,2024-04-21,10:20,2024-04-24,16:39,4030.55,14.9,15,RECHAZADO,78.31666666666666
MOV-00889,B-020,COSCO-STAR,R-02,MUELLE-A,CONTENEDORES,BUENOS AIRES,2020-07-10,00:03,2020-07-12,11:26,6167.07,11.7,15,RECHAZADO,59.38333333333333
MOV-00892,B-012,PIL-SANTA,R-01,MUELLE-D,ACEITE,VALPARAISO,1900-01-01,19:21,2023-11-20,19:54,4747.34,19.4,12,RECHAZADO,
MOV-00893,B-034,ONEPLATA,R-08,MUELLE-F,CONTENEDORES,SHANGHAI,2023-06-30,07:04,2023-07-01,00:00,4140.56,5.8,15,RECHAZADO,16.933333333333334
MOV-00894,B-029,COSCO-STAR,R-01,MUELLE-B,GRANOS,SAO PAULO,2024-10-20,16:37,2024-10-22,00:00,6387.41,15.3,12,EN_REVISION,31.383333333333333
MOV-00895,B-027,HAPAG-SUR,R-04,MUELLE-F,GRANOS,SHANGHAI,2020-01-17,17:16,2020-01-20,00:00,6363.93,15.5,12,PENDIENTE,54.733333333333334
MOV-00896,B-035,MSCGENOVA,R-02,MUELLE-E,TRIGO,MONTEVIDEO,2022-11-19,10:27,2022-11-22,05:25,4754.55,12.6,15,PENDIENTE,66.96666666666667
MOV-00897,B-010,COSCO-STAR,R-04,MUELLE-C,TRIGO,BUENOS AIRES,2021-11-06,19:40,2021-11-07,18:54,4515.46,14.5,15,RECHAZADO,23.233333333333334
MOV-00898,B-008,YANGESTE,R-08,MUELLE-D,HARINA,SHANGHAI,2020-05-27,11:49,2020-05-29,00:00,4860.03,15.0,12,PENDIENTE,36.18333333333333
MOV-00899,B-006,MSC-ALPHA,R-08,MUELLE-F,MAIZ,MONTEVIDEO,2024-06-09,23:13,2024-06-11,00:52,5899.61,14.9,15,EN_REVISION,25.65
MOV-00900,B-001,COSCO-STAR,R-06,MUELLE-B,MINERALES,SAO PAULO,2024-03-09,15:06,2024-03-11,00:00,5405.76,8.5,12,EN_REVISION,32.9
MOV-00901,B-026,YANG-MING,R-02,MUELLE-A,MAIZ,SHANGHAI,2020-11-10,16:23,2020-11-11,00:00,3417.33,13.4,15,RECHAZADO,7.616666666666666
MOV-00902,B-027,PIL-SANTA,R-04,MUELLE-E,ACEITE,ROTTERDAM,2022-03-20,00:28,2022-03-20,12:33,4403.32,10.2,15,RECHAZADO,12.083333333333334
MOV-00903,B-014,MAERSK-LIMA,R-07,MUELLE-C,MAIZ,SAO PAULO,2022-06-30,00:00,2022-07-02,10:44,4290.7,9.1,12,EN_REVISION,58.733333333333334
MOV-00904,B-037,HAPAG-RIO,R-03,MUELLE-F,GRANOS,VALPARAISO,2021-05-08,09:55,2021-05-09,00:00,2104.92,12.6,15,DESPACHADO,14.083333333333334
MOV-00905,B-035,HAPAG-SUR,,MUELLE-B,ACEITE,SHANGHAI,2020-07-31,07:21,2020-08-01,23:03,6056.51,11.4,12,RECHAZADO,39.7
MOV-00908,B-018,PIL-OESTE,R-01,MUELLE-D,CONTENEDORES,MONTEVIDEO,2020-11-15,03:47,2020-11-17,00:54,4787.43,13.3,15,EN_REVISION,45.11666666666667
MOV-00909,B-004,CMA-LITORAL,R-03,MUELLE-B,TRIGO,VALPARAISO,2024-08-06,03:48,2024-08-07,18:28,5850.08,11.6,12,DESPACHADO,38.666666666666664
MOV-00910,B-005,PIL-SANTA,R-01,MUELLE-B,GRANOS,SANTA FE,2024-05-04,20:27,2024-05-06,22:29,4600.73,10.1,12,RECHAZADO,50.03333333333333
MOV-00911,B-025,MAERSK-PAMPAS,R-02,MUELLE-A,MAIZ,MONTEVIDEO,2023-07-07,21:10,2023-07-09,19:54,5209.57,10.3,12,PENDIENTE,46.733333333333334
MOV-00912,B-024,ONE-PARANA,R-03,MUELLE-C,ACEITE,VALPARAISO,2024-06-20,00:00,2024-06-22,13:38,5513.86,11.3,10,EN_REVISION,61.63333333333333
MOV-00914,B-031,MAERSK-PAMPAS,R-02,MUELLE-E,TRIGO,HAMBURG,2022-09-16,13:41,2022-09-19,15:42,6005.7,15.2,10,RECHAZADO,74.01666666666667
MOV-00915,B-020,MSC-ALPHA,R-07,MUELLE-C,CONTENEDORES,HAMBURG,1900-01-01,10:45,2020-03-17,05:08,6279.19,14.6,12,EN_REVISION,
MOV-00918,B-020,EVER-GLORY,R-02,MUELLE-B,TRIGO,SAO PAULO,2023-04-08,22:30,2023-04-09,00:00,3964.68,10.8,15,DESPACHADO,1.5
MOV-00919,B-025,MSC-GENOVA,R-06,MUELLE-A,CONTENEDORES,VALPARAISO,2021-10-18,06:15,2021-10-20,02:45,5114.57,7.8,15,PENDIENTE,44.5
MOV-00920,B-015,COSCO-STAR,R-08,MUELLE-B,GRANOS,SAO PAULO,2024-03-12,23:46,2024-03-15,00:00,5699.56,15.5,12,PENDIENTE,48.233333333333334
MOV-00921,B-023,COSCO-TIGRE,R-01,MUELLE-C,HARINA,MONTEVIDEO,2024-12-29,11:52,2024-12-31,00:00,6528.45,13.3,15,RECHAZADO,36.13333333333333
MOV-00923,B-029,CMA-LITORAL,R-08,MUELLE-D,ACEITE,HAMBURG,2024-08-17,13:09,2024-08-19,14:44,5035.08,10.0,15,DESPACHADO,49.583333333333336
MOV-00924,B-011,YANG-MING,R-04,MUELLE-B,TRIGO,SAO PAULO,2023-04-22,07:16,2023-04-23,18:07,5631.78,12.5,15,PENDIENTE,34.85
MOV-00925,B-009,YANG-ESTE,R-05,MUELLE-A,MAIZ,SHANGHAI,2024-05-27,12:55,2024-05-29,00:00,2737.29,12.6,10,PENDIENTE,35.083333333333336
MOV-00926,B-001,MSC-ALPHA,R-04,MUELLE-D,CONTENEDORES,VALPARAISO,2023-02-15,13:35,2023-02-18,03:09,3572.99,16.0,12,PENDIENTE,61.56666666666667
MOV-00927,B-014,PIL-OESTE,R-03,MUELLE-E,MINERALES,HAMBURG,2024-08-19,22:04,2024-08-21,20:42,6271.58,10.2,10,,46.63333333333333
MOV-00928,B-006,EVER-GLORY,R-03,MUELLE-E,MINERALES,VALPARAISO,2020-10-28,21:10,2020-10-29,01:19,4727.34,10.4,10,,4.15
